biglabel,biglabel_link,id,name,market_name,price,exterior_wear,quality,rarity,type,weapon_type
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,38954,MAC-10（StatTrak?） | 海洋 (略有磨损),StatTrak? MAC-10 | Oceanic (Minimal Wear),2.1,略有磨损,StatTrak?,军规级,微型冲锋枪,MAC-10
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,39009,MP7（StatTrak?） | 非洲部落 (崭新出厂),StatTrak? MP7 | Akoben (Factory New),5.76,崭新出厂,StatTrak?,军规级,微型冲锋枪,MP7
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,35645,MP9 | 飞驰 (略有磨损),MP9 | Dart (Minimal Wear),3.53,略有磨损,普通,军规级,微型冲锋枪,MP9
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,921540,MP9（StatTrak?） | 羽量级 (崭新出厂),StatTrak? MP9 | Featherweight (Factory New),8.08,崭新出厂,StatTrak?,军规级,微型冲锋枪,MP9
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,38959,MAC-10（StatTrak?） | 冉吉 (略有磨损),StatTrak? MAC-10 | Rangeen (Minimal Wear),5.47,略有磨损,StatTrak?,军规级,微型冲锋枪,MAC-10
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,39061,MP9（StatTrak?） | 致命毒药 (久经沙场),StatTrak? MP9 | Deadly Poison (Field-Tested),4.91,久经沙场,StatTrak?,军规级,微型冲锋枪,MP9
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,39694,UMP-45（StatTrak?） | 迷之宫 (略有磨损),StatTrak? UMP-45 | Labyrinth (Minimal Wear),2.64,略有磨损,StatTrak?,军规级,微型冲锋枪,UMP-45
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,39052,MP9（StatTrak?） | 生化泄漏 (略有磨损),StatTrak? MP9 | Bioleak (Minimal Wear),4.41,略有磨损,StatTrak?,军规级,微型冲锋枪,MP9
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,886999,PP-野牛 | 太空猫 (崭新出厂),PP-Bizon | Space Cat (Factory New),6.38,崭新出厂,普通,受限,微型冲锋枪,PP-野牛
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,45291,PP-野牛 | 黑夜暴乱 (崭新出厂),PP-Bizon | Night Riot (Factory New),1.2,崭新出厂,普通,军规级,微型冲锋枪,PP-野牛
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,36271,PP-野牛 | 阿努比斯之审判 (崭新出厂),PP-Bizon | Judgement of Anubis (Factory New),53.8,崭新出厂,普通,隐秘,微型冲锋枪,PP-野牛
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,39040,MP7（StatTrak?） | 都市危机 (崭新出厂),StatTrak? MP7 | Urban Hazard (Factory New),5.43,崭新出厂,StatTrak?,军规级,微型冲锋枪,MP7
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,956601,UMP-45（StatTrak?） | 机动化 (略有磨损),StatTrak? UMP-45 | Motorized (Minimal Wear),2.92,略有磨损,StatTrak?,军规级,微型冲锋枪,UMP-45
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,857573,UMP-45（StatTrak?） | 动摇 (略有磨损),StatTrak? UMP-45 | Oscillator (Minimal Wear),5.24,略有磨损,StatTrak?,军规级,微型冲锋枪,UMP-45
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,857566,UMP-45 | 动摇 (崭新出厂),UMP-45 | Oscillator (Factory New),2.39,崭新出厂,普通,军规级,微型冲锋枪,UMP-45
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,39689,UMP-45（StatTrak?） | 曝光 (略有磨损),StatTrak? UMP-45 | Exposure (Minimal Wear),9.6,略有磨损,StatTrak?,受限,微型冲锋枪,UMP-45
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,900563,UMP-45 | 路障 (崭新出厂),UMP-45 | Roadblock (Factory New),1.4,崭新出厂,普通,军规级,微型冲锋枪,UMP-45
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,781618,MAC-10 | 魅惑 (崭新出厂),MAC-10 | Allure (Factory New),8.37,崭新出厂,普通,受限,微型冲锋枪,MAC-10
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,779311,MP5-SD（StatTrak?） | 沙漠精英 (崭新出厂),StatTrak? MP5-SD | Desert Strike (Factory New),5.67,崭新出厂,StatTrak?,军规级,微型冲锋枪,MP5-SD
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,45291,PP-野牛 | 黑夜暴乱 (崭新出厂),PP-Bizon | Night Riot (Factory New),1.2,崭新出厂,普通,军规级,微型冲锋枪,PP-野牛
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,36271,PP-野牛 | 阿努比斯之审判 (崭新出厂),PP-Bizon | Judgement of Anubis (Factory New),53.8,崭新出厂,普通,隐秘,微型冲锋枪,PP-野牛
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,39040,MP7（StatTrak?） | 都市危机 (崭新出厂),StatTrak? MP7 | Urban Hazard (Factory New),5.43,崭新出厂,StatTrak?,军规级,微型冲锋枪,MP7
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,39052,MP9（StatTrak?） | 生化泄漏 (略有磨损),StatTrak? MP9 | Bioleak (Minimal Wear),4.41,略有磨损,StatTrak?,军规级,微型冲锋枪,MP9
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,956601,UMP-45（StatTrak?） | 机动化 (略有磨损),StatTrak? UMP-45 | Motorized (Minimal Wear),2.92,略有磨损,StatTrak?,军规级,微型冲锋枪,UMP-45
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,857573,UMP-45（StatTrak?） | 动摇 (略有磨损),StatTrak? UMP-45 | Oscillator (Minimal Wear),5.24,略有磨损,StatTrak?,军规级,微型冲锋枪,UMP-45
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,857566,UMP-45 | 动摇 (崭新出厂),UMP-45 | Oscillator (Factory New),2.39,崭新出厂,普通,军规级,微型冲锋枪,UMP-45
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,39689,UMP-45（StatTrak?） | 曝光 (略有磨损),StatTrak? UMP-45 | Exposure (Minimal Wear),9.6,略有磨损,StatTrak?,受限,微型冲锋枪,UMP-45
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,900563,UMP-45 | 路障 (崭新出厂),UMP-45 | Roadblock (Factory New),1.4,崭新出厂,普通,军规级,微型冲锋枪,UMP-45
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,781618,MAC-10 | 魅惑 (崭新出厂),MAC-10 | Allure (Factory New),8.37,崭新出厂,普通,受限,微型冲锋枪,MAC-10
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,779311,MP5-SD（StatTrak?） | 沙漠精英 (崭新出厂),StatTrak? MP5-SD | Desert Strike (Factory New),5.67,崭新出厂,StatTrak?,军规级,微型冲锋枪,MP5-SD
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,781568,MP5-SD | 猛烈冲锋 (久经沙场),MP5-SD | Kitbash (Field-Tested),2.28,久经沙场,普通,受限,微型冲锋枪,MP5-SD
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,886657,MP9 | 星使 (久经沙场),MP9 | Starlight Protector (Field-Tested),17.7,久经沙场,普通,隐秘,微型冲锋枪,MP9
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,857579,UMP-45 | 动摇 (略有磨损),UMP-45 | Oscillator (Minimal Wear),1.37,略有磨损,普通,军规级,微型冲锋枪,UMP-45
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,769135,UMP-45 | 城里的月光 (略有磨损),UMP-45 | Moonrise (Minimal Wear),3.23,略有磨损,普通,受限,微型冲锋枪,UMP-45
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,33823,MP9 | 生化泄漏 (崭新出厂),MP9 | Bioleak (Factory New),1.52,崭新出厂,普通,军规级,微型冲锋枪,MP9
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,886680,MP7 | 幽幻深渊 (破损不堪),MP7 | Abyssal Apparition (Well-Worn),5.6,破损不堪,普通,保密,微型冲锋枪,MP7
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,39062,MP9（StatTrak?） | 致命毒药 (略有磨损),StatTrak? MP9 | Deadly Poison (Minimal Wear),9.6,略有磨损,StatTrak?,军规级,微型冲锋枪,MP9
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,927389,P90 | 疾袭圣甲虫 (崭新出厂),P90 | ScaraB Rush (Factory New),68.8,崭新出厂,普通,受限,微型冲锋枪,P90
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,886610,MP7 | 幽幻深渊 (久经沙场),MP7 | Abyssal Apparition (Field-Tested),7.12,久经沙场,普通,保密,微型冲锋枪,MP7
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,39412,PP-野牛（StatTrak?） | 死亡主宰者 (略有磨损),StatTrak? PP-Bizon | Osiris (Minimal Wear),17.7,略有磨损,StatTrak?,受限,微型冲锋枪,PP-野牛
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,871495,MP9 | 富士山 (略有磨损),MP9 | Mount Fuji (Minimal Wear),39.8,略有磨损,普通,受限,微型冲锋枪,MP9
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,929042,MAC-10（纪念品） | 鸣沙 (略有磨损),Souvenir MAC-10 | Echoing Sands (Minimal Wear),1.09,略有磨损,纪念品,工业级,微型冲锋枪,MAC-10
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,921416,P90 | 元女王 (略有磨损),P90 | Neoqueen (Minimal Wear),4.09,略有磨损,普通,受限,微型冲锋枪,P90
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,900582,UMP-45（StatTrak?） | 路障 (崭新出厂),StatTrak? UMP-45 | Roadblock (Factory New),4.37,崭新出厂,StatTrak?,军规级,微型冲锋枪,UMP-45
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,39407,PP-野牛（StatTrak?） | 丛林滑流 (略有磨损),StatTrak? PP-Bizon | Jungle Slipstream (Minimal Wear),3.64,略有磨损,StatTrak?,军规级,微型冲锋枪,PP-野牛
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,763324,MP9（StatTrak?） | 中度威胁 (略有磨损),StatTrak? MP9 | Modest Threat (Minimal Wear),2.24,略有磨损,StatTrak?,军规级,微型冲锋枪,MP9
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,759305,MP9（StatTrak?） | 毛细血管 (略有磨损),StatTrak? MP9 | Capillary (Minimal Wear),6.33,略有磨损,StatTrak?,军规级,微型冲锋枪,MP9
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,39346,P90（StatTrak?） | 冷血无情 (略有磨损),StatTrak? P90 | Grim (Minimal Wear),3,略有磨损,StatTrak?,军规级,微型冲锋枪,P90
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,39336,P90（StatTrak?） | 精英之作 (略有磨损),StatTrak? P90 | Elite Build (Minimal Wear),4.41,略有磨损,StatTrak?,军规级,微型冲锋枪,P90
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,38954,MAC-10（StatTrak?） | 海洋 (略有磨损),StatTrak? MAC-10 | Oceanic (Minimal Wear),2.1,略有磨损,StatTrak?,军规级,微型冲锋枪,MAC-10
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,39009,MP7（StatTrak?） | 非洲部落 (崭新出厂),StatTrak? MP7 | Akoben (Factory New),5.76,崭新出厂,StatTrak?,军规级,微型冲锋枪,MP7
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,35645,MP9 | 飞驰 (略有磨损),MP9 | Dart (Minimal Wear),3.53,略有磨损,普通,军规级,微型冲锋枪,MP9
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,921540,MP9（StatTrak?） | 羽量级 (崭新出厂),StatTrak? MP9 | Featherweight (Factory New),8.08,崭新出厂,StatTrak?,军规级,微型冲锋枪,MP9
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,38959,MAC-10（StatTrak?） | 冉吉 (略有磨损),StatTrak? MAC-10 | Rangeen (Minimal Wear),5.47,略有磨损,StatTrak?,军规级,微型冲锋枪,MAC-10
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,39061,MP9（StatTrak?） | 致命毒药 (久经沙场),StatTrak? MP9 | Deadly Poison (Field-Tested),4.91,久经沙场,StatTrak?,军规级,微型冲锋枪,MP9
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,39694,UMP-45（StatTrak?） | 迷之宫 (略有磨损),StatTrak? UMP-45 | Labyrinth (Minimal Wear),2.64,略有磨损,StatTrak?,军规级,微型冲锋枪,UMP-45
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,886999,PP-野牛 | 太空猫 (崭新出厂),PP-Bizon | Space Cat (Factory New),6.38,崭新出厂,普通,受限,微型冲锋枪,PP-野牛
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,45291,PP-野牛 | 黑夜暴乱 (崭新出厂),PP-Bizon | Night Riot (Factory New),1.2,崭新出厂,普通,军规级,微型冲锋枪,PP-野牛
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,36271,PP-野牛 | 阿努比斯之审判 (崭新出厂),PP-Bizon | Judgement of Anubis (Factory New),53.8,崭新出厂,普通,隐秘,微型冲锋枪,PP-野牛
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,36222,PP-野牛 | 墨竹 (略有磨损),PP-Bizon | Bamboo Print (Minimal Wear),24.61,略有磨损,普通,消费级,微型冲锋枪,PP-野牛
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,35358,MAC-10 | 阿罗哈 (崭新出厂),MAC-10 | Aloha (Factory New),25.8,崭新出厂,普通,军规级,微型冲锋枪,MAC-10
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,775695,PP-野牛 | 路霸 (崭新出厂),PP-Bizon | Embargo (Factory New),34,崭新出厂,普通,受限,微型冲锋枪,PP-野牛
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,877081,MAC-10（纪念品） | 金砖 (略有磨损),Souvenir MAC-10 | Gold Brick (Minimal Wear),162.2,略有磨损,纪念品,受限,微型冲锋枪,MAC-10
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,39306,P90（StatTrak?） | 二西莫夫 (久经沙场),StatTrak? P90 | Asiimov (Field-Tested),134,久经沙场,StatTrak?,隐秘,微型冲锋枪,P90
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,38943,MAC-10（StatTrak?） | 孔雀石 (崭新出厂),StatTrak? MAC-10 | Malachite (Factory New),45.89,崭新出厂,StatTrak?,受限,微型冲锋枪,MAC-10
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,877193,MAC-10（纪念品） | 表面淬火 (略有磨损),Souvenir MAC-10 | Case Hardened (Minimal Wear),108.89,略有磨损,纪念品,受限,微型冲锋枪,MAC-10
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,38963,MAC-10（StatTrak?） | 烧尽 (久经沙场),StatTrak? MAC-10 | Tatter (Field-Tested),85,久经沙场,StatTrak?,受限,微型冲锋枪,MAC-10
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,776054,MAC-10 | 潜行者 (崭新出厂),MAC-10 | Stalker (Factory New),361,崭新出厂,普通,隐秘,微型冲锋枪,MAC-10
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,761373,MP7（纪念品） | 渐变之色 (略有磨损),Souvenir MP7 | Fade (Minimal Wear),119.97,略有磨损,纪念品,受限,微型冲锋枪,MP7
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,37940,PP-野牛（纪念品） | 黄铜 (略有磨损),Souvenir PP-Bizon | Brass (Minimal Wear),117.35,略有磨损,纪念品,军规级,微型冲锋枪,PP-野牛
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,956496,MP7 | 笑一个 (久经沙场),MP7 | Just Smile (Field-Tested),5.5,久经沙场,普通,受限,微型冲锋枪,MP7
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,886635,MP7（StatTrak?） | 幽幻深渊 (略有磨损),StatTrak? MP7 | Abyssal Apparition (Minimal Wear),31.41,略有磨损,StatTrak?,保密,微型冲锋枪,MP7
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,886670,PP-野牛 | 太空猫 (略有磨损),PP-Bizon | Space Cat (Minimal Wear),3.21,略有磨损,普通,受限,微型冲锋枪,PP-野牛
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,921481,P90 | 元女王 (崭新出厂),P90 | Neoqueen (Factory New),8.25,崭新出厂,普通,受限,微型冲锋枪,P90
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,42089,UMP-45 | 迷幻 (略有磨损),UMP-45 | Delusion (Minimal Wear),3.5,略有磨损,普通,军规级,微型冲锋枪,UMP-45
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,35407,MAC-10 | 绝界之行 (略有磨损),MAC-10 | Last Dive (Minimal Wear),10.5,略有磨损,普通,受限,微型冲锋枪,MAC-10
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,773650,MP9 | 九头蛇 (略有磨损),MP9 | Hydra (Minimal Wear),50.62,略有磨损,普通,保密,微型冲锋枪,MP9
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,763252,MAC-10（StatTrak?） | 销声 (略有磨损),StatTrak? MAC-10 | Pipe Down (Minimal Wear),11.37,略有磨损,StatTrak?,受限,微型冲锋枪,MAC-10
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,35591,MP7 | 帝国 (崭新出厂),MP7 | Impire (Factory New),26.48,崭新出厂,普通,受限,微型冲锋枪,MP7
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,39685,UMP-45（StatTrak?） | 迷幻 (略有磨损),StatTrak? UMP-45 | Delusion (Minimal Wear),11.4,略有磨损,StatTrak?,军规级,微型冲锋枪,UMP-45
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,37946,PP-野牛（纪念品） | 化工之绿 (破损不堪),Souvenir PP-Bizon | Chemical Green (Well-Worn),8.93,破损不堪,纪念品,工业级,微型冲锋枪,PP-野牛
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,857545,MP9（StatTrak?） | 爆裂食物链 (崭新出厂),StatTrak? MP9 | Food Chain (Factory New),155,崭新出厂,StatTrak?,保密,微型冲锋枪,MP9
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,39350,P90（StatTrak?） | 深蓝组件 (略有磨损),StatTrak? P90 | Module (Minimal Wear),15.77,略有磨损,StatTrak?,军规级,微型冲锋枪,P90
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,39387,PP-野牛（StatTrak?） | 核燃料棒 (略有磨损),StatTrak? PP-Bizon | Fuel Rod (Minimal Wear),20,略有磨损,StatTrak?,受限,微型冲锋枪,PP-野牛
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,887075,MP9 | 星使 (破损不堪),MP9 | Starlight Protector (Well-Worn),15.6,破损不堪,普通,隐秘,微型冲锋枪,MP9
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,762134,MP7 | 渐变之色 (久经沙场),MP7 | Fade (Field-Tested),19.5,久经沙场,普通,受限,微型冲锋枪,MP7
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,37749,MAC-10（纪念品） | 红苹果 (略有磨损),Souvenir MAC-10 | Candy Apple (Minimal Wear),41.68,略有磨损,纪念品,工业级,微型冲锋枪,MAC-10
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,36225,PP-野牛 | 水蓝条纹 (崭新出厂),PP-Bizon | Blue Streak (Factory New),39.88,崭新出厂,普通,受限,微型冲锋枪,PP-野牛
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,835542,UMP-45 | 金铋辉煌 (崭新出厂),UMP-45 | Gold Bismuth (Factory New),37.59,崭新出厂,普通,受限,微型冲锋枪,UMP-45
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,835530,MP5-SD | 氮化处理 (战痕累累),MP5-SD | Nitro (Battle-Scarred),38.15,战痕累累,普通,工业级,微型冲锋枪,MP5-SD
SMGs,https://buff.163.com/api/market/goods?game=csgo&page_num=1&category_group=smg&use_suggestion=0&trigger=undefined_trigger&_=1717722161043,773687,MP9 | 九头蛇 (久经沙场),MP9 | Hydra (Field-Tested),33.48,久经沙场,普通,保密,微型冲锋枪,MP9
